id,arquivo,tipo,txtorigem,txttranslate,datahoracarga,datahoratranslate
11,arquivo2,###,2 Background and Motivation,2 Antecedentes e Motivação,05/05/2019 19:49:01,05/05/2019 19:51:22
12,arquivo2,###,"SSCs are considered as an important entity in the software industry and they represent up to 85 % of all software companies [13, 2]. They often face vicious competition from their competitors in developing quality software products on a strict deadline to fulll customer requirements [2]. Their software development activity is generally in casual state [14]. Therefore, in order to improve their productivity, they need to improve their software development processes [15]. However, SSCs typically avoid process improvements [15]. This avoidance mainly appears due to the lack of nancial and human resources [14]. To help SSCs, it is important for the software engineering research community to explore software processes in detail. Doing this will provide added value to the practitioners operating in the small-scale context. There are some SLRs that have focused on the improvement of software devel- opment processes in SMEs. For example, Pino et al. [7] analyzed the existing approaches toward SPI in SMEs. They concluded that proper SPI programs based on models such as CMMI and SPICE are not suitable for SMEs and proposed the use of lighter-weight models. They also observed in their study that frequently improved","Os CSCs são considerados uma entidade importante na indústria de software e representam até 85% de todas as empresas de software [13, 2]. Frequentemente enfrentam uma concorrência feroz de seus concorrentes no desenvolvimento de produtos de software de qualidade em um prazo estrito para atender às necessidades dos clientes [2]. Sua atividade de desenvolvimento de software é geralmente em estado casual [14]. Portanto, a fim de melhorar sua produtividade, eles precisam melhorar seus processos de desenvolvimento de software [15]. No entanto, os SSCs geralmente evitam melhorias no processo [15]. Esta evitação aparece principalmente devido à falta de recursos financeiros e humanos [14]. Para ajudar os CSCs, é importante que a comunidade de pesquisa de engenharia de software explore os processos de software em detalhes. Isso proporcionará valor agregado aos profissionais que operam no contexto de pequena escala. Existem algumas SLRs que se concentraram na melhoria dos processos de desenvolvimento de software nas PMEs. Por exemplo, Pino et al. [7] analisaram as abordagens existentes para o SPI nas PME. Eles concluíram que programas adequados de SPI baseados em modelos como CMMI e SPICE não são adequados para PMEs e propuseram o uso de modelos mais leves. Eles também observaram em seu estudo que freqüentemente",05/05/2019 19:49:01,05/05/2019 19:51:28
13,arquivo2,###,,,05/05/2019 19:49:01,05/05/2019 19:51:35
14,arquivo2,###,"processes in SPI programs are project management, documentation, requirement change management, process establishment, conguration management, and require- ment elicitation. Sulayman and Mendes [8] conducted a systematic review study to determine the current state of research in SPI models and techniques used by small and medium Web development companies. They found that very few studies have explicitly focused on SPI for Web companies despite the large number of Web com- panies across the globe. Paternoster et al. [9] conducted a mapping study to explore the state of art of software development in start-ups. Their conclusion was that software engineering work practices are chosen based on the start-up context. Klotins et al. [10] also conducted a mapping study, in which they focused on the software engineering aspect of start-ups. They found that very few research papers have provided concrete evidence of software engineering knowledge areas in start-up companies. However, systematic review studies in the particular eld of SSCs focusing on the software development processes are limited [11]. To the best of our knowledge, an in-depth analysis of the studies reported in this context that describes the state-of-practice and the associated challenges with it does not appear to exist. To address this gap in the literature, we therefore decided to conduct a systematic review of the literature that focuses on software development processes in SSCs to explore this topic area. To analyze the software development processes in SSCs within a stan- dardized framework, we decided to follow the classication of processes as dened in ISO/IEC 12207 [12]. ISO/IEC 12207 includes a process reference model that cate- gorizes the processes related to software system into seven groups: agreement pro- cesses, organizational project-enabling processes, project processes, technical processes, software implementation processes, software support processes, and soft- ware reuse processes [12]. We did not consider ISO/IEC 29110 [16] as our analyzing framework since the standard is applicable to very small entities (up to 25 people), whereas our study focus is on SSCs (up to 50 people).","Os processos nos programas da SPI são gerenciamento de projetos, documentação, gerenciamento de mudanças de requisitos, estabelecimento de processos, gerenciamento de configuração e elicitação de requisitos. Sulayman e Mendes [8] conduziram um estudo de revisão sistemática para determinar o estado atual da pesquisa em modelos e técnicas de SPI usados ​​por pequenas e médias empresas de desenvolvimento da Web. Eles descobriram que pouquíssimos estudos se concentraram explicitamente no SPI para empresas da Web, apesar do grande número de empresas da Web em todo o mundo. Paternoster et al. [9] conduziram um estudo de mapeamento para explorar o estado da arte do desenvolvimento de software em start-ups. Sua conclusão foi que as práticas de trabalho de engenharia de software são escolhidas com base no contexto de start-up. Klotins et al. [10] também conduziram um estudo de mapeamento, no qual eles se concentraram no aspecto de engenharia de software de start-ups. Eles descobriram que muito poucos trabalhos de pesquisa forneceram evidências concretas de áreas de conhecimento de engenharia de software em empresas iniciantes. No entanto, estudos de revisão sistemática no campo específico de SSCs com foco nos processos de desenvolvimento de software são limitados [11]. Tanto quanto é do nosso conhecimento, uma análise aprofundada dos estudos relatados neste contexto, que descreve o estado da prática e os desafios associados a ele, parece não existir. Para resolver esta lacuna na literatura, decidimos, portanto, realizar uma revisão sistemática da literatura que se concentra em processos de desenvolvimento de software em SSCs para explorar esta área de tópico. Para analisar os processos de desenvolvimento de software em SSCs dentro de um framework padronizado, decidimos seguir a classi ﬁ cação de processos conforme definido na ISO / IEC 12207 [12]. A ISO / IEC 12207 inclui um modelo de referência de processos que classifica os processos relacionados ao sistema de software em sete grupos: processos de acordo, processos organizacionais de capacitação de projetos, processos de projeto, processos técnicos, processos de implementação de software, processos de suporte de software e soft - processos de reutilização de utensílios [12]. Não consideramos a ISO / IEC 29110 [16] como nossa estrutura de análise, pois a norma é aplicável a entidades muito pequenas (até 25 pessoas), enquanto nosso foco de estudo é em SSCs (até 50 pessoas).",05/05/2019 19:49:01,05/05/2019 19:51:41
15,arquivo2,###,3 Research Methodology,3 Metodologia de Pesquisa,05/05/2019 19:49:01,05/05/2019 19:51:48
16,arquivo2,###,Our literature review is based on the guidelines provided by Kitchenham and Charters [17]. We also used a software tool (StArt) to support our systematic review [18].,Nossa revisão de literatura é baseada nas diretrizes fornecidas por Kitchenham e Charters [17]. Também usamos uma ferramenta de software (StArt) para apoiar nossa revisão sistemática [18].,05/05/2019 19:49:01,05/05/2019 19:51:54
17,arquivo2,###,3.1 Research Question,3.1 Questão de Pesquisa,05/05/2019 19:49:01,05/05/2019 19:52:01
18,arquivo2,###,"The main goal of our review is to nd all the research studies that relate to the software development processes of SSCs and that describe the key processes used and any related challenges. To achieve this goal, the following research questions (RQs) are dened: RQ1: What is the state-of-practice in terms of the use of processes in small software companies? The outcome of this question is the current state of the processes used in SSCs. The state-of-practice is analyzed using the ISO 12207:2008 life-cycle processes.","O principal objetivo de nossa revisão é encontrar todos os estudos de pesquisa relacionados aos processos de desenvolvimento de software dos SSCs e que descrevem os principais processos utilizados e quaisquer desafios relacionados. Para atingir este objetivo, são definidas as seguintes questões de pesquisa (RQs): RQ1: Qual é o estado de prática em termos do uso de processos em pequenas empresas de software? O resultado dessa questão é o estado atual dos processos usados ​​nos SSCs. O estado da prática é analisado usando os processos do ciclo de vida ISO 12207: 2008.",05/05/2019 19:49:01,05/05/2019 19:52:07
19,arquivo2,###,,,05/05/2019 19:49:01,05/05/2019 19:52:14
20,arquivo2,###,Exploring Processes in Small Software Companies 153,Explorando Processos em Pequenas Empresas de Software 153,05/05/2019 19:49:01,05/05/2019 19:52:20
21,arquivo2,###,3.2 Search Strategy and Data Retrieval,3.2 Estratégia de Pesquisa e Recuperação de Dados,05/05/2019 19:49:01,05/05/2019 19:52:27
22,arquivo2,###,"The initial sets of keywords for SSCs were taken from the work of Pino et al. [7]. Pilot searches in the key software engineering research domain databases were conducted, and new keywords were added to better target the searches to the desired data set. In the end, the search strings were formulated by combining the terms representing the population AND intervention. It can be summarized as follows: (X1 OR X2…OR Xn) AND (Y1 OR Y2…OR Yn), where X represents the population and Y represent intervention. The population (X) is represented as {software engineering process, software process, software engineering}, whereas intervention (Y) is represented as {small company, small enterprises, small organizations, small team, and small set- tings}. During the data retrieval process, the publication period was set to 2004 to 2014, with the purpose of summarizing the most recent related work.We used a total of four databases in our study: (cid:129) Scopus (http://www.scopus.com/) (cid:129) IEEE Xplore (http://ieeexplore.ieee.org) (cid:129) Science Direct (http://www.sciencedirect.com/) (cid:129) Web of Science (http://www.webofknowledge.com).","Os conjuntos iniciais de palavras-chave para SSCs foram retirados do trabalho de Pino et al. [7] Pesquisas piloto nos principais bancos de dados de domínio de pesquisa de engenharia de software foram realizadas e novas palavras-chave foram adicionadas para melhor direcionar as pesquisas para o conjunto de dados desejado. No final, as seqüências de pesquisa foram formuladas combinando os termos que representam a população e intervenção. Pode ser resumido da seguinte forma: (X1 OU X2… OR Xn) E (Y1 OU Y2… ORYn), onde X representa a população e Y representa intervenção. A população (X) é representada como {processo de engenharia de software, processo de software, engenharia de software}, enquanto a intervenção (Y) é representada por {pequena empresa, pequenas empresas, pequenas organizações, pequena equipe e pequenas configurações}. Durante o processo de recuperação de dados, o período de publicação foi definido de 2004 a 2014, com o objetivo de resumir os trabalhos relacionados mais recentes. Utilizamos um total de quatro bases de dados em nosso estudo: (cid: 129) Scopus (http: // www .scopus.com /) (cid: 129) IEEE Xplore (http://ieeexplore.ieee.org) (cid: 129) Science Direct (http://www.sciencedirect.com/) (cid: 129) Web de Ciência (http://www.webofknowledge.com).",05/05/2019 19:49:01,05/05/2019 19:52:33
23,arquivo2,###,3.3 Study Selection and Data Extraction,3.3 Seleção de Estudos e Extração de Dados,05/05/2019 19:49:01,05/05/2019 19:52:40
24,arquivo2,###,"The database searches resulted in identifying 7967 papers, out of which 4022 were duplicates. The remaining 3945 papers were screened and assessed by two researchers. The inclusion/exclusion criteria were determined based on title, abstract, and keywords, implicitly or explicitly (see Table 1). The papers were categorized as “accepted”, “rejected” or “can’t decide” (in StArt terms, “unclassied” is used to the same extent). The “can’t decide” papers were discussed, and issues were resolved between the rst and second author. After that, 104 papers were selected for full text reading. Thus, 41 studies were nally selected as the primary study papers. For quality assessment, we used the systematic and validated model [19] to assess the scientic rigor and industrial relevance of each primary study. For scientic rigor, we considered the following aspects: context, study design, and validity. For industrial relevance, we considered the following aspects: subjects, context, scale, and research method.More details about the papers, based on scientic rigor and industrial relevance, are shown in Fig. 1. Data extraction and analysis was done through qualitative data analysis using the NVivo software. We used the deductive approach for coding the primary studies [20].","As buscas na base de dados resultaram na identificação de 7967 artigos, dos quais 4022 eram duplicados. Os restantes 3945 artigos foram selecionados e avaliados por dois pesquisadores. Os critérios de inclusão / exclusão foram determinados com base no título, resumo e palavras-chave, implícita ou explicitamente (ver Tabela 1). Os artigos foram categorizados como ""aceito"", ""rejeitado"" ou ""não pode decidir"" (em termos de estatueta, o termo ""não classificado"" é usado na mesma medida). Os artigos ""não posso decidir"" foram discutidos e os problemas foram resolvidos entre o primeiro e o segundo autor. Depois disso, 104 trabalhos foram selecionados para leitura do texto completo. Assim, 41 estudos foram finalmente selecionados como os principais trabalhos do estudo. Para avaliação da qualidade, utilizamos o modelo sistemático e validado [19] para avaliar o rigor científico e a relevância industrial de cada estudo primário. Por rigor científico, consideramos os seguintes aspectos: contexto, desenho do estudo e validade. Para relevância industrial, foram considerados os seguintes aspectos: temas, contexto, escala e método de pesquisa. Mais detalhes sobre os trabalhos, baseados no rigor científico e na relevância industrial, são mostrados na Figura 1. A extração e análise dos dados foram feitas através de análise de dados qualitativos usando o software NVivo. Usamos a abordagem dedutiva para codificar os estudos primários [20].",05/05/2019 19:49:01,05/05/2019 19:52:47
25,arquivo2,###,,,05/05/2019 19:49:01,05/05/2019 19:52:54
26,arquivo2,###,"Table 1. Inclusion/exclusion criteria Inclusion criteria Exclusion criteria Articles (1) Reports an empirical study and/or Title, Abstract, Keywords: (1) The 104 (2) reports a study on small software main focus was not on the small companies and the software software companies and/or the development process software development process; or (2) the paper was not available; or (3) it was not in English; or (4) the paper was a letter, editorial, or position paper Full Text Read: (1) No reported result or (2) same content as other studies (extended papers, summaries)","Tabela 1. Critérios de Inclusão / Exclusão Critérios de Inclusão Critérios de Exclusão Artigos (1) Relata um estudo empírico e / ou Título, Resumo, Palavras-chave: (1) O 104 (2) relata um estudo sobre pequeno foco principal de software não foi sobre as pequenas empresas e as empresas de software e / ou processo de desenvolvimento de software de processo de desenvolvimento; ou (2) o papel não estava disponível; ou (3) não estava em inglês; ou (4) o artigo foi uma carta, editorial ou documento de posição Texto Completo Leia: (1) Nenhum resultado relatado ou (2) o mesmo conteúdo de outros estudos (artigos estendidos, resumos)",05/05/2019 19:49:01,05/05/2019 19:53:00
27,arquivo2,###,41,41,05/05/2019 19:49:01,05/05/2019 19:53:08
28,arquivo2,###,3.4 Validity Discussion,3.4 Discussão sobre Validade,05/05/2019 19:49:01,05/05/2019 19:53:14
29,arquivo2,###,"In this section, we discuss the validity of our study in terms of construct validity, internal validity, external validity, and reliability [21]. Construct validity deals with whether the primary study papers focused on the software development processes and SSCs. During the search process, search strings were designed in such a way that they would collect a wide variety of papers related to this topic. To collect the papers, databases that are frequently used for accessing software engineering literature were used. During the full-text selection phase, manual screening was conducted twice to ensure that only papers relevant to the research questions were included. Reliability concerns whether the study can be repeated by the other researchers. Our study was based on a systematic review process protocol with well-dened search strings in the most common databases through the use of the SLR tool. Therefore, our review process can easily be reproduced by other researchers. The inclusion and exclusion criteria were piloted and followed during the review process. Internal validity refers to prob- lems in the analysis of the data. During the execution phase, some primary study candidate papers did not show clear objectives and results, which made inclusion/exclusion criteria difcult. To overcome this situation, several meetings were arranged between the authors to evaluate the discrepant papers and eliminate the ones that did not match the inclusion/exclusion criteria. External validity concerns whether the results of an SLR can be generalized. In this situation, the results from this study were limited to the SSC context; therefore, both researchers and industrial communities interested in the software development processes of SSCs can benet from our ndings.","Nesta seção, discutimos a validade de nosso estudo em termos de validade de construto, validade interna, validade externa e confiabilidade [21]. Validade de construção lida com se os estudos preliminares se concentraram nos processos de desenvolvimento de software e SSCs. Durante o processo de pesquisa, as sequências de pesquisa eram projetadas de modo a coletar uma grande variedade de artigos relacionados a esse tópico. Para coletar os artigos, bancos de dados que são freqüentemente usados ​​para acessar literatura de engenharia de software foram usados. Durante a fase de seleção de texto completo, a triagem manual foi realizada duas vezes para garantir que apenas os artigos relevantes para as questões de pesquisa fossem incluídos. Confiabilidade diz respeito a se o estudo pode ser repetido pelos outros pesquisadores. Nosso estudo baseou-se em um protocolo de processo de revisão sistemática com sequências de pesquisa bem definidas nas bases de dados mais comuns por meio do uso da ferramenta SLR. Portanto, nosso processo de revisão pode ser facilmente reproduzido por outros pesquisadores. Os critérios de inclusão e exclusão foram testados e seguidos durante o processo de revisão. A validade interna refere-se a problemas na análise dos dados. Durante a fase de execução, alguns trabalhos dos candidatos primários ao estudo não mostraram objetivos e resultados claros, o que dificultou os critérios de inclusão / exclusão. Para superar esta situação, foram organizadas várias reuniões entre os autores para avaliar os artigos discrepantes e eliminar aqueles que não correspondiam aos critérios de inclusão / exclusão. A validade externa diz respeito a se os resultados de uma SLR podem ser generalizados. Nesta situação, os resultados deste estudo foram limitados ao contexto do SSC; portanto, tanto os pesquisadores quanto as comunidades industriais interessadas nos processos de desenvolvimento de software de SSCs podem se beneficiar de nossas descobertas.",05/05/2019 19:49:01,05/05/2019 19:53:20
30,arquivo2,###,4 Results,4 Resultados,05/05/2019 19:49:01,05/05/2019 19:53:27
31,arquivo2,###,"As a result of the systematic review, a total of 41 primary studies were found to be relevant to the RQs. The descriptions of the 41 papers are shown in Table 2. In the following section, we give an overview of the primary studies. We then explore the","Como resultado da revisão sistemática, um total de 41 estudos primários foram considerados relevantes para os RQs. As descrições dos 41 artigos são mostradas na Tabela 2. Na seção a seguir, apresentamos uma visão geral dos estudos primários. Em seguida, exploramos o",05/05/2019 19:49:01,05/05/2019 19:53:33
32,arquivo2,###,,,05/05/2019 19:49:01,05/05/2019 19:53:40
33,arquivo2,###,Exploring Processes in Small Software Companies 155,Explorando Processos em Pequenas Empresas de Software 155,05/05/2019 19:49:01,05/05/2019 19:53:46
34,arquivo2,###,Table 2. List of primary studies ID Source Year Method ID Source Year Method [3] Scopus 2006 Case study (CS) [22] Scopus 2012 Ethnography [4] Scopus 2008 Case study [23] Scopus 2007 Case study [6] IEEE 2012 Case study [24] Scopus 2014 Case study [25] Scopus 2008 Case study [26] Scopus 2010 Case study [27] Scopus 2010 Case study [28] Scopus 2007 Experiment [29] Scopus 2010 Case study [30] IEEE 2012 Experiment [13] Scopus 2013 Action research [31] Scopus 2006 Case study [32] Scopus 2006 Case study [33] Scopus 2010 Survey [14] Scopus 2010 CS/Survey [34] Scopus 2009 Case study [15] IEEE 2009 Experiment [35] IEEE 2008 Case study [36] Web of science 2008 Survey [37] Web of science 2008 Experiment [38] Scopus 2013 Action research [39] Scopus 2005 Case study [40] WOS 2008 Case study [41] Scopus 2004 Survey [42] Scopus 2013 Case study [43] Scopus 2004 Case study [44] Scopus 2005 Case study [45] Scopus 2009 Case study [46] Scopus 2013 Survey [47] Scopus 2011 Case study [48] Scopus 2012 Case study [49] Scopus 2010 Case study [50] IEEE 2010 Case study [51] IEEE 2007 Case study [52] WOS 2004 Survey [53] Scopus 2012 Case study [54] IEEE 2006 Case study [55] Scopus 2011 Survey [56] Scopus 2009 Experiment,Tabela 2. Lista de estudos primários ID Fonte Ano Método ID Fonte Ano Método [3] Scopus 2006 Estudo de caso (CS) [22] Scopus 2012 Etnografia [4] Scopus 2008 Estudo de caso [23] Scopus 2007 Estudo de caso [6] IEEE 2012 Estudo de caso [24] Scopus 2014 Estudo de caso [25] Scopus 2008 Estudo de caso [26] Scopus 2010 Estudo de caso [27] Scopus 2010 Estudo de caso [28] Scopus 2007 Experimento [29] Scopus 2010 Estudo de caso [30] Experiência IEEE 2012 [ 13] Scopus 2013 Pesquisa de ação [31] Scopus 2006 Estudo de caso [32] Scopus 2006 Estudo de caso [33] Pesquisa Scopus 2010 [14] Scopus 2010 CS / Survey [34] Scopus 2009 Estudo de caso [15] Experimento IEEE 2009 [35] Estudo de caso do IEEE 2008 [36] Web of science 2008 Pesquisa [37] Web of science 2008 Experimento [38] Scopus 2013 Pesquisa de ação [39] Scopus 2005 Estudo de caso [40] WOS 2008 Estudo de caso [41] Pesquisa Scopus 2004 [42] Scopus 2013 Estudo de caso [43] Scopus 2004 Estudo de caso [44] Scopus 2005 Estudo de caso [45] Scopus 2009 Estudo de caso [46] Pesquisa Scopus 2013 [47] Scopus 2011 Estudo de caso [48] Scopus 2012 Case stud y [49] Scopus 2010 Estudo de caso [50] Estudo de caso do IEEE 2010 [51] Estudo de caso do IEEE 2007 [52] Pesquisa de 2004 do WOS [53] Estudo de caso do Scopus 2012 [54] Estudo de caso do IEEE 2006 [55] Pesquisa do Scopus 2011 [56] Experiência Scopus 2009,05/05/2019 19:49:01,05/05/2019 19:53:52
35,arquivo2,###,4.1 Overview of the Studies,4.1 Visão geral dos estudos,05/05/2019 19:49:01,05/05/2019 19:54:00
36,arquivo2,###,"Rigor and Relevance. The quality of the primary studies was evaluated according to rigor and relevance, as discussed in Sect. 3.3. As can be seen in Fig. 1, thirteen studies are in the upper-right quadrant (Rigor: High, Medium and Relevance: High, Medium) in the most appropriate region. Sixteen studies exhibited high industry relevance (Relevance: High), out of which ten showed low scientic rigor. Twenty-ve studies exhibited moderate industry relevance, out of which seven demonstrated medium rigor and eighteen demonstrated low rigor. Based on this evaluation, we established the fact that most of the identied studies were conducted in cooperation with an actual SSC, thus scoring medium or high on the relevance scale. However, many of these studies had low rigor.","Rigor e Relevância. A qualidade dos estudos primários foi avaliada de acordo com o rigor e relevância, como discutido na seção. 3.3. Como pode ser visto na figura 1, treze estudos estão no quadrante superior direito (Rigor: Alto, Médio e Relevância: Alto, Médio) na região mais apropriada. Dezesseis estudos exibiram alta relevância para a indústria (Relevância: Alta), dos quais dez apresentaram baixo rigor científico. Vinte e cinco estudos exibiram moderada relevância para a indústria, dos quais sete demonstraram médio rigor e dezoito demonstraram baixo rigor. Com base nessa avaliação, estabelecemos o fato de que a maioria dos estudos identificados foi conduzida em cooperação com um SSC real, pontuando médio ou alto na escala de relevância. No entanto, muitos desses estudos tinham baixo rigor.",05/05/2019 19:49:01,05/05/2019 19:54:06
37,arquivo2,###,,,05/05/2019 19:49:01,05/05/2019 19:54:13
