id,arquivo,tipo,txtorigem,txttranslate,datahoracarga,datahoratranslate
11,2018-Tripathi et al,###,∗ Corresponding author.  E-mail address: nirnaya.tripathi@oulu.ﬁ (N. Tripathi).  https://doi.org/10.1016/j.jss.2018.08.059  0164-1212/© 2018 Elsevier Inc. All rights reserved.,,09/05/2019 23:21:50,
12,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
13,2018-Tripathi et al,###,"needed. Moreover, due to importance of software startups in eco nomic growth and the roles of product developments in the soft ware startups’ success, it is important to quantify extant knowl edge on RE in software startups and gather empirical data from  real software startup cases. This study aimed to address these  needs and achieve the following ﬁve objectives:  • Exploring sources used by software startups to gather require ments;  • Examining techniques used by software startups to elicit re quirements from sources;  • Studying documentation methods used by software startups to  store requirements;  • Exploring techniques used by software startups to prioritize re • Examining methods applied by software startups to validate re quirements; and  quirements.  To reach the objectives and address the research gaps, sev eral research questions were formulated ( Table 1 ). The decision  was made to conduct a comprehensive study using an MLR (i.e.,  to examine all literature that highlights RE in software startups)  (i.e., to collect empirical data about RE in software startups)  ( Garousi et al., 2016 ) and perform a case survey on the topic  ( Larsson, 1993 ). We opted to use the MLR, since it is an extended  version of the systematic literature review that can help in iden tifying scientiﬁc literature and gray literature on the phenomenon.  RE, is still in the nascent stage, we need to incorporate practi Since the research on software startups, especially in the area of  tioners’ point of view, which is shared through internet channel  in the form of webpages and white papers. Through MLR, we aim  to establish state of art on the topic. In the MLR, 28,643 articles  identiﬁed, from which 36 primary articles were selected that dis (9671 and 18,972 scientiﬁc and gray articles, respectively) were  cussed speciﬁc aspects of RE in software startups. We selected a  case survey, since this approach enables the researchers to collect  empirical data in the qualitative and quantitative forms to ana lyze the case in depth. In the case survey, 80 respondents pro vided information about software startup cases, which provided  empirical data on RE in software startups. Through information  collected from the literature articles and the empirical data, the re search questions were answered and the research objectives were  reached.",,09/05/2019 23:21:50,
14,2018-Tripathi et al,###,"The paper discusses these steps in six sections. Section 2 in cludes background information and related work on the topic.  Section 3 discusses the two research methods (MLR and case  survey), data extraction, and data synthesis. Following this,  Section 4 presents the results of the two methods in detail.  Section 5 discusses the research questions and connects them to  the results presented in Section 4 . It also discusses the study im plications in terms of practice and research, as well as the validity  of the study. Finally, the last section, Section 6 , provides a conclu sion and makes suggestions for future research.  2. Background and related work  This section discusses software startups and their product de velopment processes. It then discusses RE and studies related to  this paper’s topic.  2.1. Software startup and product development  those organizations focused on the creation of high-tech and inno According to Giardino et al. (2016) , “software startups refer to  vative products, with little or no operating history, aiming to ag gressively grow their business in highly scalable markets.” Steve  Blank distinguished four types of startups based on products and  market types ( Blank, 2013 ) as product development is an integral  part of software startups, and through product development, com panies’ customer frequencies increase.  phases, as follows: startup, stabilization, growth, and evolution.  According to Crowne (2002) , product development involves four  During the startup and stabilization phases, product ideas are im proved on and validated to develop target products. In the growth  and evolution phases, startups’ product development stages stabi lize and can be shaped according to the market needs.  In a study by Wang et al. (2016) six product development  stages were noted. These were concept, development, working pro totype, functional product with limited users, functional product  with high growth, and mature product. Moreover, our earlier stud ies on software startups simply explored the effects of competitor  ( Tripathi et al., 2017; Seppänen et al., 2017 ).  interactions on product development and product idea validation",,09/05/2019 23:21:50,
15,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
16,2018-Tripathi et al,###,"2.2. Requirements engineering  RE is an important phase in successful software develop ment. If requirements are not collected properly, projects can fail  ( Pacheco and Garcia, 2012; Verner et al., 2007 ). RE contains several  phases, such as elicitation, analysis, speciﬁcation, and validation  ( Bourque and Fairley, 2014 ). Requirement elicitation is a signiﬁcant  aspect of RE, in which requirements are elicited from many differ ent sources; hence, it is vital to recognize and assess all potentially  useful sources ( Pacheco and Garcia, 2012; Bourque and Fairley,  2014 ). Some of the techniques involved are interviews (can pro vide suﬃcient data from the participants in a speciﬁc time), ques tionnaires (can collect data from multiple stakeholders simulta neously), brainstorming (informal discussion with different stake holders to gather several ideas), domain analysis (analysis of ex isting documents to gather domain related knowledge), and obser vation (collecting the data by observing the process without any  direct inﬂuence) ( Zowghi and Coulin, 2005 ).  In requirement speciﬁcation, documents are created through  which the requirements are thoroughly assessed in terms of under standability, correctness, completeness, and consistency ( Bourque  and Fairley, 2014; Condori-Fernandez et al., 2009 ). Then, once the  documentation is created, it is important to analyze and prioritize  the requirements in terms of values to stakeholders. The objective  is to create features that are the most valuable to stakeholders ﬁrst  and then consider other aspects, such implementation costs and  resource availabilities ( Bourque and Fairley, 2014; Achimugu et al.,  2014 ). Some prioritization techniques used in software engineering  are numerical assignment (requirements are characterized in terms  of high, medium, and low), the pairwise comparison technique (re quirements are grouped in pairs and analyzed to obtained ﬁnal rat ings of the requirements), and the cost-value prioritization tech nique (requirements are mapped against development costs using  graphs) ( Achimugu et al., 2014 ). Once requirements are collected  and analyzed through documentation, it is important to validate  them to ensure that they align with company strategies and that  stakeholders (especially developers) understand the requirements  in terms of clarity and consistency. Some techniques for validation  are prototyping (used to determine whether the developer under stood the requirements), model validation (use of models like ob tion and ﬂow of information between objects) and acceptance tests  ject models or formal analysis notations to establish communica (helps in validating the use of systems by end users) ( Bourque and  Fairley, 2014 ).  In the context of small software companies, Aranda  ment gathering practices differently, and the companies’ cultures  et al. (2007) observed that small companies perform require affect requirement gathering. The researchers also found that  requirement practices are inﬂuenced by customer types, team  experience, founders’ choices, and company sizes. Moreover,  companies, there are often two major problems during require Quispe et al. (2010) observed that, with very small software  ment gathering. First, there are communication and collaboration  differences and gaps between customers and teams. Second,  unstandardized RE practices are used.  In software startups, due to strict time constraints and lim ited resources, requirements are mostly self-invented, rarely doc umented, and validated only after product releases. Moreover, re quirements are often market driven, as customers and users are  not frequently recognized during the initial stages of product de velopment ( Paternoster et al., 2014 ). Thus, there may be a lack of  external stakeholder presence in startups’ RE processes ( Mater and  Subramanian, 20 0 0 ). Including customers and users as stakehold ers in elicitation processes and the use of adaptable techniques,  such as user stories and estimations, can help software startups in",,09/05/2019 23:21:50,
17,2018-Tripathi et al,###,"rapidly handling changing market requirements ( Paternoster et al.,  2014; Coleman and O’Connor, 2008 ).  2.3. Related work  startups. However, some have used mapping techniques to de Few studies have conducted literature reviews on software  scribe software engineering practices in software startups (e.g.,  Paternoster et al., 2014; Klotins et al., 2015 ). Concerning RE in soft ware startups, two studies ( Melegati et al., 2016; Gralha et al.,  2018 ) have taken a grounded theory approach to understand the  process. Melegati et al. (2016) proposed a theoretical model based  on nine interviews with different Brazilian software startups to  give an overview of the RE process and how elements in star tups affect the process. Similarly, Gralha et al. (2018) collected data  from 16 software startups to describe the evolution of require ments practices through six dimensions and the effects they can  have on the products, staff, and company.  Bajwa et al. (2017) systematically explored gray literature to as Concerning reviews of gray literature in software startups,  sess pivots in software startups. Moreover, in relation to RE, some  discussed software requirement prioritization and RE in software  product lines (e.g., Achimugu et al., 2014; Alves et al., 2010 ).  Babar et al. (2014) conducted a systematic literature review to ex plore past systematic literature studies on RE.  In addition to the studies above, two were similar to this study  (see Holl et al., 2012; Rabiser et al., 2010 ). They combined system atic literature reviews and surveys to analyze abilities to support  multi-product lines and requirements for product derivation sup port. However, comprehensive studies on RE in software startups  that combine systematic literature reviews and empirical tech niques are not present in the extant literature. To address this re search gap, this study uses an MLR ( Garousi et al., 2016 ) and a case  survey ( Larsson, 1993 ) on RE in software startups to answer the  research questions and reach the study objectives (see Section 1 ).  The next section discusses the research process in detail.  3. Research methodology  To address the research objectives and fulﬁll the research gap,  research questions were formulated ( Table 1 ). The research ques tions focused on understanding the phases of RE, including elicita tion, analysis, speciﬁcation, and validation, in the software startup  and understand the phenomena) and base rate (i.e., to discover  context. The research questions were exploratory (i.e., to explore  natural patterns in the phenomena) ( Easterbrook et al., 2008 ). Fur thermore, we took pragmatism as our stance on the research, since  we are interested in ﬁnding practical answers to the research ques proaches) ( Easterbrook et al., 2008 ) for collecting qualitative and  tions through available research methods (using mixed-method ap quantitative data to explore the topic. Qualitative data were found  using the existing literature through an MLR ( Garousi et al., 2016 ),  while empirical qualitative and quantitative data were found using  a case survey ( Larsson, 1993 ). The MLR ( Garousi et al., 2016 ) and  case survey ( Larsson, 1993 ) were used to comprehensively answer  the research questions. Both research methods and the research  process are outlined in Fig. 1 . As can be seen in the ﬁgure, the  research gap and questions were inputs for the research process.  The inputs were utilized during two phases—phase one represent ing the MLR and phase two comprising the case survey. Two more  phases (three and four) followed; data extraction and data analy ses were done for the qualitative and quantitative data. Finally, the  results of phase four were used as outputs to answer the research  questions.",,09/05/2019 23:21:50,
18,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
19,2018-Tripathi et al,###,Fig. 1. Research process.  Table 2  Keywords.  Population Intervention  Key words “startup” OR “start-up” OR “early-stage ﬁrm” OR “early stage  ﬁrm” OR “early-stage company” OR “early stage company” “requirement” OR “requirement engineering” OR “customer” OR “end user” OR “stakeholder” OR “elicitation” OR “elicit” OR  “functional requirement” OR “non-functional requirement” OR  “backlog” OR “user story” OR “effort estimation”,,09/05/2019 23:21:50,
20,2018-Tripathi et al,###,1,,09/05/2019 23:21:50,
21,2018-Tripathi et al,###,http://dl.acm.org/,,09/05/2019 23:21:50,
22,2018-Tripathi et al,###,"3.1. Multi-vocal literature review (phase one)  As literature on RE in software startups is limited ( Paternoster  et al., 2014; Klotins et al., 2015 ), the choice was made to extend the  literature search to include both scientiﬁc and gray articles. Gray  literature is useful for discovering practitioners’ points of view. The  MLR’s ( Garousi et al., 2016 ) steps, which were implemented to re trieve relevant articles for this study, are discussed below.  3.1.1. Literature search strategy  ing for articles in scientiﬁc databases, while the second was per The MLR was divided into two steps. The ﬁrst involved search formed to search for gray literature on Google. To ﬁnd the arti cles, keywords related to population and intervention were used  ( Table 2 ). Keywords used for population were taken from a pre vious study ( Bajwa et al., 2017 ), while keywords for interven tion were based on the learning gained during our previous work  ( Tripathi et al., 2017 ). In that study, we conducted an experiment  vention keywords were used together to look for articles using sci on the RE process in software startups. The population and inter",,09/05/2019 23:21:50,
23,2018-Tripathi et al,###,"entiﬁc databases and Google. The search process started in August  2016 and ended in October 2016.  Two authors of this paper jointly executed the process. Speciﬁ cally, the sixth author took the responsibility for searching the ar ticles from the scientiﬁc database, while the ﬁrst author executed  the Google search process, since author had database search ex perienced from his previous literature review work ( Tripathi et al.,  2016 ). The objective was for the ﬁrst author to guide and check  the sixth author’s process if a discrepancy emerged. For example,  the IEEE database reported an immense number of articles during  each search, and to resolve this issue, both authors concluded that  would be better to export the top 200 results for each search from  the IEEE database, since articles after the ﬁrst 200 results appeared  to be beyond the scope of our study.  and the Google search engine, as follows:  As discussed above, the data sources were scientiﬁc databases  • ACM 1  (scientiﬁc database);",,09/05/2019 23:21:50,
24,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
25,2018-Tripathi et al,###,Fig. 2. Search and study selection procedure.,,09/05/2019 23:21:50,
26,2018-Tripathi et al,###,"• IEEE 2  (scientiﬁc database);  • Web of Science 4  • SCOPUS 3  (scientiﬁc database);  (scientiﬁc database); and  • Google’s web search engine 5  (for gray literature).  StArt tool 6  In addition, to systematically search scientiﬁc literature, the  was used, since this is designed to conduct system atic literature reviews, as it incorporates all the important steps  needed to perform the literature review process. The tool was  also used by the coauthors in their previous study ( Tripathi et al.,  2016 ). To rigorously search for gray literature, the steps used by  Bajwa et al. (2017) were included, and thus, the Google Chrome  internet browser was used. These steps are as follows:  • Clear the browser’s search history and cache, and sign out of  Google;  • Disable Google’s instant search predictions;  • Activate “100 results/links per page” in Google Chrome’s set tings; and  • Add the plugin SEOquake 7  to Microsoft Excel for analyses.  to Google Chrome to transfer results  3.1.2. Literature selection procedure  After retrieving articles, the inclusion and exclusion criteria  were applied. The ﬁrst and sixth authors simultaneously conducted  the screening process using the criteria mentioned below. If any  issues arise regarding selecting an article, a meeting was set up  in which both authors discussed the issue and tried to resolve it  based on mutual agreement. One set of criteria was used for the  scientiﬁc articles, and another was used for the gray articles. Fig. 2",,09/05/2019 23:21:50,
27,2018-Tripathi et al,###,"shows the steps used for the two stages of study selection. For sci based on following criteria:  entiﬁc articles, their titles, abstracts and keywords were analyzed  • Include the article if it contains the keywords in Table 2 ;  • Include the article if it is easy to obtain and it is in English; and  • Exclude the article if it resembles a letter or an editorial.  The number of articles found using the scientiﬁc databases was  9,671. After removing duplicates with the help of the StArt tool,  4704 articles were left for consideration using the inclusion and  exclusion criteria. The StArt tool helped in giving the information  related to articles titles, abstracts, and keywords. The sixth author  went through each article manually; the title was assessed ﬁrst,  and if it was relevant to the topic, then the abstract and key words were checked. If the article title, abstract, and keywords re ﬂected the population and intervention, it was included. Other cri teria were also considered for including the articles. After apply ing the above criteria, 32 articles were selected for the full-text  reading. Thirteen were rejected at this point because they were  not within the scope of our study. Some examples of the rejected  articles are Fagerholm et al. (2017) , Large (2005) and Marion and  Simpson (2009) . After full-text reading, 19 scientiﬁc articles were  selected.  The articles retrieved from Google had the following inclusion  and exclusion criteria:  • Include the article if its URL works and it is in English;  • Include the article if it contains the keywords in Table 2 ;  • Include the article if it is a webpage with text. If the webpage  is only videos, audio, or images without text, it should be ex cluded; and  • Exclude the article if it is from Quora, Slideshare, or LinkedIn.  (This was done because, on Quora and LinkedIn, general discus sion happens on the subject with lack of detail reﬂection. Sim ilarly, Slideshare provides presentation material on the given  topic and lacks detailed explanation.)",,09/05/2019 23:21:50,
28,2018-Tripathi et al,###,2  3  4  5  6  7,,09/05/2019 23:21:50,
29,2018-Tripathi et al,###,http://ieeexplore.ieee.org/Xplore/home.jsp  https://www.scopus.com/home.uri  https://apps.webofknowledge.com  http://www.google.com  http://lapes.dc.ufscar.br/resourcesanddownloads/tools  https://www.seoquake.com/index.html,,09/05/2019 23:21:50,
30,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
31,2018-Tripathi et al,###,"to collect their views regarding the questions (through an online  meeting).  The questionnaire was oﬃcially given to the respondents from  December 1st, 2016 to April 15th, 2017. Convenience sampling was  employed, in which four authors approached software startups  (considering the aspects of software startups, such as a short op erating history and innovative product development, as mentioned  in the deﬁnition in Section 2.1 ) found through personal contacts.  A total of 81 respondents completed the questionnaire. Informa tion about them was extracted into a Microsoft Excel sheet for  analyses. After examining the data in the sheet, it was found that  spondent’s information was removed from the sheet. Therefore, 80  one respondent did not answer all the questions. Hence, this re cases were analyzed.  3.3. Data extraction classiﬁcation (phase three)  A data extraction form was created that involved mining infor mation from the primary literature articles and cases about RE in  software startups. As can be seen from Fig. 1 , qualitative data were  extracted from the primary articles and case survey. Data from the  questions in the case survey, including questions 5–7, 14, 24–25  and 31–43 (see footnote 8), were exported into a Microsoft Ex cel sheet 10  and split into two sub-sheets. The ﬁrst sheet contained  qualitative data (e.g., answers to questions 32 and 34 in Table 3 ),  while the second sheet contained quantitative data (e.g., answers  to questions 31 and 33 in Table 3 ). The primary articles (in PDF  format) and data in the ﬁrst sheet were imported into NVivo, and  the data in the second sheet were imported to into SPSS. NVivo  was used because it assists in analyzing qualitative data, enabling  the creation of codes and themes from the extracted text. Simi larly, SPSS was selected because it helps in interpreting quantita tive data and contains several features for performing different sta tistical analyses. More information on the data extraction from the  primary articles and case survey is provided below.  3.3.1. Primary article properties  articles were as follows  Some of the properties that were extracted from the primary  • Article identiﬁcations (an identiﬁcation number was assigned to  each article);  • Article types (each article was classiﬁed based on its type,  which was scientiﬁc, book, white paper, or internet article);  • Publication year (each primary article’s publication date);  • Research classiﬁcations (each article was classiﬁed based  on its research type using a classiﬁcation system by  Wieringa et al. (2006) that included evaluation [new knowl edge was contributed using a suitable research method],",,09/05/2019 23:21:50,
32,2018-Tripathi et al,###,10,,09/05/2019 23:21:50,
33,2018-Tripathi et al,###,Case survey data: https://tinyurl.com/ya56tafo,,09/05/2019 23:21:50,
34,2018-Tripathi et al,###,"The number of articles retrieved with Google was 18,972. From  those articles, 2106 were duplicates, which were identiﬁed through  a Microsoft Excel feature by the ﬁrst author. After removing the  duplicates, 16,864 articles remained in the Excel sheet to be ana lyzed using the inclusion and exclusion criteria. If the title of the  article contained keywords for the population and intervention,  then the criteria listed above were applied. After the criteria were  applied and the full texts were read, 17 articles (16 internet arti cles and 1 scientiﬁc article) remained that were relevant to this  study. Then, the scientiﬁc database (19) and Google (17) articles  were combined, for a total of 36 primary articles. The data extrac in Sections 3.3 and 3.4 .  tion and analysis processes for these primary articles are discussed  3.2. Case survey (phase two)  Empirical data (containing qualitative and quantitative data)  were collected using a case survey ( Larsson, 1993 ), a technique  that helps researchers combine the beneﬁts of case studies and  surveys. Through case surveys, it is typically easy for researchers to  explore qualitative data to conduct deep analyses of cases and an alyze quantitative data to conduct statistical analyses. As software  startups belong to different domains, and product development in volves either pure software or embedded-based software products,  the case survey approach was beneﬁcial for this study. It allowed  analyze software startups in different domains.  the researchers to improve the generalizability of the research and  3.2.1. Case selection and results  To ﬁnd the cases for this study, a questionnaire was created that  neering methods and practices in software startups ( Klotins, 2017 ).  aimed at collecting information regarding the use of software engi The questionnaire was inspired by the co-authors’ earlier work  ( Klotins et al., 2018 ) on software engineering in startup companies,  which was based on a multi-vocal exploratory study of 88 startup  experience reports, and thus served as a foundation for our case  survey. The questionnaire contained 10 sections that addressed dif ferent software engineering aspects of software startups and re trieved meta-information about the cases. One section focused on  RE; a full list of the questions can be found elsewhere, 8  and sam ple questions are given in Table 3 .  tions to ensure they were simple for the respondents to complete.  A workshop was also conducted to validate and reﬁne the ques In the workshop, the authors of this paper and other researchers  from the startup research community 9  participated and provided  feedback. Then, to ensure that the respondents understood the  questions, a pilot study was conducted with four software startups",,09/05/2019 23:21:50,
35,2018-Tripathi et al,###,RE questions: https://tinyurl.com/ya23u2g8  Software startup research network. https://softwarestartups.org/about/,,09/05/2019 23:21:50,
36,2018-Tripathi et al,###,8  9,,09/05/2019 23:21:50,
37,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
38,2018-Tripathi et al,###,"solution proposal [new solutions were provided without proper  validation], philosophy [new perspective was provided about  a certain area], opinion [authors reﬂected their opinions on  phenomena], experience [authors reﬂected their experience  based on observations of phenomena], and validation [solutions  validated research methods]); and  • Pertinence (how much each article examined RE in software  startups was assessed, and articles was classiﬁed as full [i.e., fo cusing on RE in software startups fully], partial [i.e., discussing  certain aspects of the topic], or marginal [i.e., exhibiting a slight  or narrow emphasis on the topic]).  3.3.2. Case properties  The properties that were extracted from each case were as fol lows:  • The case’s identiﬁcation number (an identiﬁcation number was  assigned to each case);  • The respondent’s relationship with his or her startup (i.e., the  • The case’s location (i.e., the location of the case’s main oﬃce);  type of relationship the respondent had with the case);  • The case’s status (information on the situation of the startup  was extracted based on whether the startup was operational  [the team was working on products and/or services], paused  [the team stopped working but there was an intention to re sume], acquired by another company, or closed down [the team  • The case’s size (the number of people working in the startup as  disbanded or was working on something else]);  a team);  • The respondent’s experience (whether the respondent was a  founder of the startup, was hired by the startup, was perform had invested in the startup, had studied the startup as part of  ing services for the startup but was not part of its core team,  a research project, or just happened to know the startup);  • The startup’s software development team size (i.e., the number  people in the case that worked primarily on software develop • The startup’s software application products (i.e., the software  ment); and  applications that were used as part of the case’s products  and/or services, which were extracted in terms of data dom inant software [e.g., websites and mobile apps with high  degrees of data processing and storage], systems software  [e.g., operating systems, networks, communications, drivers,  and middleware], control-dominant software [e.g., embedded,  hardware control, real-time, and process-control software],  and computation-dominant software [e.g., operations research,  artistic and scientiﬁc software]).  3.3.3. Requirements engineering in software startups  To address this study’s research questions, 13 features were ex tracted, as follows:  • Requirement sources (from the primary articles and the case  survey): Information related to requirement sources was ex tracted from the primary literature articles, and the require ment sources used in the cases were extracted in terms of  internal sources; business goals; analyses of similar products;  standards, laws, and regulations; market trends; and potential  and existing customers;  • Source identiﬁcations (from the case survey): Evidence related  to the source identiﬁcation techniques used was extracted from  the cases and coded;  • Elicitation techniques (from the primary articles and case sur vey): Techniques used for elicitation were extracted from the  primary articles, and techniques used in the cases were ex tracted in terms of customer interviews, observations, onsite",,09/05/2019 23:21:50,
39,2018-Tripathi et al,###,"customer feedback, customer surveys, feedback forms for prod ucts and services, prototyping mockups, analyses of similar  products, and dedicated brainstorming sessions;  • Elicitation techniques (from the case survey): The elicitation  techniques that were used were extracted from the cases;  • Requirement documents (from the primary articles and case  survey): Documents that mentioned the articles were explored,  and the types of documents that were applied in the cases were  extracted. Document types were extracted in terms of require ments that were not documented in any way; requirements  that were documented with informal notes; requirements that  were discussed and drawn on whiteboards or posters, which  were then kept up to date; requirements that were documented  in organized ways and kept updated; templates that were used  to document requirements; requirements that were continu ously updated; and RE that followed organized processes with  • Requirement document levels (from the case survey): The levels  formal speciﬁcations;  at which the documents were applied were extracted in terms  of product levels (goals), function levels (functions/actions), fea ture levels (features), and component levels (details and solu • Documentation steps (from the case survey): The steps used in  tions);  the documentation processes of the cases were examined;  • Requirement selection criteria (from the case survey): The crite ria used in the cases were analyzed regarding requirement pri and value to customers, products, companies, and shareholders;  oritization in terms of implementation costs, time and effort,  • Selection criteria (from the case survey): The procedures em • Value deﬁnitions (from the case survey): If values were consid ployed to select the criteria used in the cases were explored;  values were examined;  ered by cases when they selected requirements, the types of  • Requirement management (from the primary articles and case  survey): The requirement management processes used in the  cases and primary articles were explored;  • Validation methods (from the primary articles and case survey):  The methods used to validate the requirements of the sources  and the cases were evaluated in terms of prototype demonstra tions to customers, customer surveys, A/B tests, customer inter views internal reviews, and prototypes; and  • Validation implementations (from the case survey): The steps  that cases used to implement validation methods were exam ined.  3.4. Data analyses and interpretations (phase four)  and interpreted.  This section discusses how the extracted data were analyzed  3.4.1. Qualitative data analysis  To analyze the qualitative data, data extractions and syntheses  were done using NVivo 11, and an integrated approach (deductive  and inductive methods) was taken ( Cruzes and Dyba, 2011 ). The  approach allowed codes to be organized in the rational forms of  ployed using a ground-up method from which concepts emerged.  start lists and precodes; moreover, allowed the codes to be em ated to ﬁnd important variables. The objective was incorporating  With a deductive approach, start lists and precodes were cre concepts that were already discussed in studies. Precodes were  primary articles (speciﬁcally, requirement sources, elicitation tech created to extract information about various categories from the  niques, requirement documents, requirement management, and  validation methods). For example, consider text from the primary  article [P18]: “The elicitation phase is clearly different depending  on whether it is a clientor user-targeted startup. In the ﬁrst",,09/05/2019 23:21:50,
40,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
