"BibliographyType","ISBN","Identifier","Author","Title","Journal","Volume","Number","Month","Pages","Year","Address","Note","URL","Booktitle","Chapter","Edition","Series","Editor","Publisher","ReportType","Howpublished","Institution","Organizations","School","Annote","Custom1","Custom2","Custom3","Custom4","Custom5","DOI"
"6","9781450368544","10.1145/3340481.3342731","Saltan, Andrey","Do We Know How to Price SaaS: A Multi-Vocal Literature Review","","","","","7--12","2019","New York, NY, USA","","https://doi.org/10.1145/3340481.3342731","Proceedings of the 2nd ACM SIGSOFT International Workshop on Software-Intensive Business: Start-Ups, Platforms, and Ecosystems","","","IWSiB 2019","","Association for Computing Machinery","","","","","","","","","SaaS, pricing, software-as-a-service,multi-vocal literature review","","","10.1145/3340481.3342731"
"6","","6046201","Maglyas, A.; Nikula, U.; Smolander, K.","What do we know about software product management? - a systematic mapping study","","","","","26--35","2011","","","","2011 Fifth International Workshop on Software Product Management (IWSPM)","","","","","","","","","","","","","","software management;software product management;SPM;cloud environment;Software;Companies;Databases;Context;Project management;Systematics;systematic literature review;systematic mapping study;software product management;cloud environment;services","","","10.1109/IWSPM.2011.6046201"
"6","","6227789","Motta, G.; Sfondrini, N.; Sacco, D.","Cloud Computing: An Architectural and Technological Overview","","","","","23--27","2012","","","","2012 International Joint Conference on Service Sciences","","","","","","","","","","","","","","cloud computing;reviews;cloud computing;systematic literature review;data management;networking;Cloud computing;Computational modeling;Business;Systematics;Data mining;Servers;Cloud Computing;Literature Review;Cloud Deployment Model;Cloud Delivery Model;IT management","","","10.1109/IJCSS.2012.37"
"6","","6240421","Iankoulova, I.; Daneva, M.","Cloud computing security requirements: A systematic review","","","","","1--7","2012","","","","2012 Sixth International Conference on Research Challenges in Information Science (RCIS)","","","","","","","","","","","","","","authorisation;cloud computing;data integrity;data privacy;cloud computing security requirements;systematic literature review;access control;attack detection;harm detection;nonrepudiation;data integrity;data security;auditing;physical protection;data privacy;data recovery;prosecution;least researched sub-areas;most researched sub-areas;Cloud computing;Access control;Privacy;Fires;Data privacy;sequirity requirements engineering;cloud computing;Software-as-a-Service;empirical study;systematic literature review","","","10.1109/RCIS.2012.6240421"
"7","","6624108","Jamshidi, P.; Ahmad, A.; Pahl, C.","Cloud Migration Research: A Systematic Review","IEEE Transactions on Cloud Computing","1","2","","142--157","2013","","","","","","","","","","","","","","","","","","cloud computing;research and development;cloud migration research;software systems;business-critical systems;legacy applications;systematic literature review;SLR;characterization framework;legacy-to-cloud migration;architectural adaptation;self-adaptive cloud-enabled systems;Systematics;Service-oriented architecture;Semiconductor optical amplifiers;Research initiatives;Cloud computing;Cloud computing;cloud migration;legacy-to-cloud migration;systematic literature review","","","10.1109/TCC.2013.10"
"6","","6707171","Afify, Y. M.; Moawad, I. F.; Badr, N. L.; Tolba, M. F.","A semantic-based Software-as-a-Service (SaaS) discovery and selection system","","","","nov","57--63","2013","","","","2013 8th International Conference on Computer Engineering Systems (ICCES)","","","","","","","","","","","","","","cloud computing;meta data;ontologies (artificial intelligence);quality of service;software metrics;semantic-based software-as-a-service discovery;selection system;SaaS characteristics;cloud environment;quality of service attributes;QoS metrics;SaaS publication;unified ontology;services domain knowledge;hybrid service matchmaking algorithm;semantic-based metadata;ontology-based matching;Ontologies;Quality of service;Business;Measurement;Semantics;Software as a service;Computer architecture;Cloud Computing;SaaS;Publication;Discovery;Selection;Services Characteristics;QoS;Services Ontology","","","10.1109/ICCES.2013.6707171"
"6","","6716686","Alabool, H. M.; Mahmood, A. K.","Review on cloud service evaluation and selection methods","","","","nov","61--66","2013","","","","2013 International Conference on Research and Innovation in Information Systems (ICRIIS)","","","","","","","","","","","","","","cloud computing;quality of service;cloud service evaluation method;cloud service selection method;public cloud service;PCS;cloud service requesters;CSR needs;software engineering process;business process;CESM;quality of service;QoS;trust criteria;Cloud computing;Quality of service;Systematics;Security;Technological innovation;Information systems;Context;Public cloud computing;Evaluate and Select methods;Quality of Service;Systematic Review","","","10.1109/ICRIIS.2013.6716686"
"7","","7226855","Jatoth, C.; Gangadharan, G. R.; Buyya, R.","Computational Intelligence Based QoS-Aware Web Service Composition: A Systematic Literature Review","IEEE Transactions on Services Computing","10","3","","475--492","2017","","","","","","","","","","","","","","","","","","artificial intelligence;quality of service;research and development;Web services;computational intelligence based QoS-aware Web service composition;value added services;computational intelligence techniques;research approaches;future research directions;meta-heuristic algorithms;Web services;Quality of service;Optimization;Heuristic algorithms;Systematics;Bibliographies;Computational intelligence;Web service composition;systematic literature review;quality of service (QoS);research objectives;computational intelligence methods","","","10.1109/TSC.2015.2473840"
"6","","7306131","Guedes, G.; Silva, C.; Soares, M.; Castro, J.","Variability Management in Dynamic Software Product Lines: A Systematic Mapping","","","","","90--99","2015","","","","2015 IX Brazilian Symposium on Components, Architectures and Reuse Software","","","","","","","","","","","","","","software product lines;variability management;dynamic software product line;systematic mapping;product configuration;dynamically adaptive system;DSPL approach;variability binding;Unified modeling language;Runtime;Software product lines;Systematics;Adaptation models;Software;Quality assessment;variability management;dynamic software product lines;dynamically adaptive systems;systematic mapping","","","10.1109/SBCARS.2015.20"
"6","","7594056","Alkawsi, G. A.; Mahmood, A. K.; Baashar, Y. M.","Factors influencing the adoption of cloud computing in SME: A systematic review","","","","","220--225","2015","","","","2015 International Symposium on Mathematical Sciences and Computing Research (iSMSC)","","","","","","","","","","","","","","cloud computing;small-to-medium enterprises;social aspects of automation;cloud computing adoption;cloud computing acceptance;cloud computing diffusion;SME;Cloud computing;Biological system modeling;Computational modeling;Technological innovation;Organizations;Context;Databases;Cloud Computing;Adoption;SME","","","10.1109/ISMSC.2015.7594056"
"7","","7884954","Shahin, M.; Ali Babar, M.; Zhu, L.","Continuous Integration, Delivery and Deployment: A Systematic Review on Approaches, Tools, Challenges and Practices","IEEE Access","5","","","3909--3943","2017","","","","","","","","","","","","","","","","","","program testing;software fault tolerance;software houses;software maintenance;software engineering;software-intensive systems;maintenance projects;greenfield projects;design principles;transparency;team awareness;critical factors;deployment process dependability improvement;deployment process reliability improvement;scalability issues;security issues;fault detection;flaw detection;violation detection;semiautomated continuous testing;CI;test time reduction;build time reduction;thematic analysis method;continuous practices;systematic literature review method;software development industry practices;software deployment;software delivery;continuous integration;Software;Organizations;Software engineering;Systematics;Bibliographies;Testing;Production;Continuous integration;continuous delivery;continuous deployment;continuous software engineering;systematic literature review;empirical software engineering","","","10.1109/ACCESS.2017.2685629"
"7","","7922500","Pahl, C.; Brogi, A.; Soldani, J.; Jamshidi, P.","Cloud Container Technologies: A State-of-the-Art Review","IEEE Transactions on Cloud Computing","7","3","","677--692","2019","","","","","","","","","","","","","","","","","","cloud computing;cluster computing;virtual machines;virtualisation;cloud container technologies;lightweight technology;systematic mapping study;container orchestration space;cloud context;microservices development;continuous development;Containers;Cloud computing;Systematics;Computer architecture;Protocols;Data mining;Market research;Cloud;container;container technologies;orchestration;cluster;systematic review","","","10.1109/TCC.2017.2702586"
"7","","7922500","Pahl, C.; Brogi, A.; Soldani, J.; Jamshidi, P.","Cloud Container Technologies: A State-of-the-Art Review","IEEE Transactions on Cloud Computing","7","3","","677--692","2019","","","","","","","","","","","","","","","","","","cloud computing;cluster computing;virtual machines;virtualisation;cloud container technologies;lightweight technology;systematic mapping study;container orchestration space;cloud context;microservices development;continuous development;Containers;Cloud computing;Systematics;Computer architecture;Protocols;Data mining;Market research;Cloud;container;container technologies;orchestration;cluster;systematic review","","","10.1109/TCC.2017.2702586"
"7","","8016558","Mubeen, S.; Asadollah, S. A.; Papadopoulos, A. V.; Ashjaei, M.; Pei-Breivold, H.; Behnam, M.","Management of Service Level Agreements for Cloud Services in IoT: A Systematic Mapping Study","IEEE Access","6","","","30184--30207","2018","","","","","","","","","","","","","","","","","","cloud computing;contracts;Internet of Things;quality of service;QoS;quality of service;SLA management activities;cloud deployments;service consumers;service providers;cloud-based services;service-level agreements;cloud computing;systematic mapping study;IoT;cloud services;service level agreements;Cloud computing;Systematics;Internet of Things;Databases;Quality of service;Organizations;Service-level agreements;SLAs;Internet of Things;IoT;industrial IoT;IIoT;cloud computing;systematic mapping study","","","10.1109/ACCESS.2017.2744677"
"6","","8090268","Karataş, G.; Can, F.; Doğan, G.; Konca, C.; Akbulut, A.","Multi-tenant architectures in the cloud: A systematic mapping study","","","","","1--4","2017","","","","2017 International Artificial Intelligence and Data Processing Symposium (IDAP)","","","","","","","","","","","","","","cloud computing;storage management;multitenant architecture model;cloud-based applications;SaaS model;storage strategies;Software-as-a-Service;systematic mapping method;Computer architecture;Databases;Systematics;Software as a service;Service-oriented architecture;Cloud computing;cloud computing;multi-tenancy;multi-tenant architecture;systematic mapping study","","","10.1109/IDAP.2017.8090268"
"6","","8457888","Ferraz, F.; Ribeiro, F.; Lima, W.; Sampaio, C.","A Disturbing Question: What Is the Economical Impact of Cloud Computing? A Systematic Mapping","","","","","853--856","2018","","","","2018 IEEE 11th International Conference on Cloud Computing (CLOUD)","","","","","","","","","","","","","","cloud computing;computer centres;cloud computing technologies;in-house data centers;systematic mapping;economical impact;Cloud computing;Companies;Economics;Security;Systematics;Biological system modeling;Cloud Computing;Systematic Mapping;Economic Impacts;Challenges;Opportunities","","","10.1109/CLOUD.2018.00120"
"6","","8605787","Danielsson, J.; Tsog, N.; Kunnappilly, A.","A Systematic Mapping Study on Real-Time Cloud Services","","","","","245--251","2018","","","","2018 IEEE/ACM International Conference on Utility and Cloud Computing Companion (UCC Companion)","","","","","","","","","","","","","","cloud computing;real-time systems;resource allocation;safety-critical software;Web services;systematic mapping study;real-time cloud services;cloud computing;real-time applications;Internet;real-time safety-critical applications;predictable execution time properties;Cloud computing;Real-time systems;Systematics;Computer architecture;Software;Databases;Task analysis;Cloud computing;real-time;safety-critical applications;systematic mapping study","","","10.1109/UCC-Companion.2018.00063"
"7","","8669948","Aleem, S.; Ahmed, F.; Batool, R.; Khattak, A.","Empirical Investigation of Key Factors for SaaS Architecture Dimension","IEEE Transactions on Cloud Computing","","","","1","2019","","","","","","","","","","","","","","","","","","Software as a service;Computer architecture;Scalability;Cloud computing;Technological innovation;Databases;SaaS architecture;SaaS development guidelines;SaaS Customization;SaaS MTA;SaaS Scalability;SaaS Security;SaaS Fault Tolerance","","","10.1109/TCC.2019.2906299"
"7","","8712496","Qasem, Y. A. M.; Abdullah, R.; Jusoh, Y. Y.; Atan, R.; Asadi, S.","Cloud Computing Adoption in Higher Education Institutions: A Systematic Review","IEEE Access","7","","","63722--63744","2019","","","","","","","","","","","","","","","","","","cloud computing;computer aided instruction;educational institutions;further education;HEIs;cloud computing adoption;higher education institutions;everything-as-a-service;Taxonomy;Education;Cloud computing;Systematics;Organizations;Bibliographies;Cloud computing;adoption;higher education institutions;systematic literature review;taxonomy","","","10.1109/ACCESS.2019.2916234"
"7","","8747000","Ali, A. Q.; Sultan, A. B. M.; Ghani, A. A. A.; Zulzalil, H.","A Systematic Mapping Study on the Customization Solutions of Software as a Service Applications","IEEE Access","7","","","88196--88217","2019","","","","","","","","","","","","","","","","","","cloud computing;software maintenance;software quality;user interfaces;SaaS customization assessment;quality attributes;systematic mapping approach;SaaS customization problems;customization types;SaaS customization solutions;software quality problems;primary studies;software as a service applications;Software as a service;Systematics;Libraries;Maintenance engineering;Databases;Engines;Customization types;multi-layered architecture;quality attributes;software as a service;systematic mapping","","","10.1109/ACCESS.2019.2925499"
"6","","8792654","M{\{u}}nch, J.; Trieflinger, S.; Lang, D.","Product Roadmap – From Vision to Reality: A Systematic Literature Review","","","","","1--8","2019","","","","2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)","","","","","","","","","","","","","","business data processing;data visualisation;product development;roadmap types;scientific literature;product roadmap;systematic literature review;product roadmapping;roadmapping processes;companies;highly dynamic markets;product development;customer behaviors;business modeling;product vision;product discovery activities;Systematics;Organizations;Bibliographies;Computer science;Conferences;Technological innovation;product management;product strategy;product vision;product roadmap;roadmapping;product discovery;agile development","","","10.1109/ICE.2019.8792654"
"6","","8812848","Nistala, P.; Nori, K. V.; Reddy, R.","Software Quality Models: A Systematic Mapping Study","","","","","125--134","2019","","","","2019 IEEE/ACM International Conference on Software and System Processes (ICSSP)","","","","","","","","","","","","","","Product Quality, Quality Architecture, Quality Characteristic, Quality Meta Model, Quality Model, Quality Pattern, Quality Realization, Reference architecture, Software Process,quality control;software architecture;software quality;architecting quality;quality architecture;quality planning phase;quality assessment;quality documentation;quality realization aspect;quality realization mechanisms;software quality models;quality attributes;meta-model elements;Bayer's reference architecture framework;architecture phase mapping analysis;Object oriented modeling;ISO Standards;Software quality;Computer architecture;Analytical models;Systematics;Software Quality","","","10.1109/ICSSP.2019.00025"
"6","","8960866","Acosta, N. D.; Garcia, M. B.; Romero, J. B.; Sevillano, A. L.; Paez, N. F.; Roa, O.","Educational trends in software engineering: a systematic review study","","","","","1--4","2019","","","","2019 Congreso Internacional de Innovaci{\'{o}}n y Tendencias en Ingenieria (CONIITI )","","","","","","","","","","","","","","computer science education;educational courses;graphical user interfaces;Java;object-oriented programming;programming languages;public domain software;software architecture;software quality;Java programming language;graphical user interface;C programming language;C ++ programming language;Catholic University of Colombia;software engineering area;cloud services;mobile software;computer-aided software engineering;prototype-based software development;object-oriented programming;software quality;software design;computer engineering program;updated knowledge;Course;curriculum;learning;Software engineering;teaching","","","10.1109/CONIITI48476.2019.8960866"
"6","","9026004","Edison, H.; Duc, A. N.; Jabangwe, R.; Wang, X.; Abrahamsson, P.","An Investigation into Software Product Innovation: A Systematic Literature Review","","","","","1--9","2016","","","","2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC)","","","","","","","","","","","","","","Technological innovation;Software;Bibliographies;Systematics;Software engineering;Databases;Data mining;software product innovation;systematic literature review;empirical evidence","","","10.1109/ICE/ITMC39735.2016.9026004"
"7","","ABDELMABOUD2015159","Abdelmaboud, Abdelzahir; Jawawi, Dayang N. A.; Ghani, Imran; Elsafi, Abubakar; Kitchenham, Barbara","Quality of service approaches in cloud computing: A systematic mapping study","Journal of Systems and Software","101","","","159--179","2015","","","http://www.sciencedirect.com/science/article/pii/S0164121214002830","","","","","","","","","","","","","Context: Cloud computing is a new computing technology that provides services to consumers and businesses. Due to the increasing use of these services, the quality of service (QoS) of cloud computing has become an important and essential issue since there are many open challenges which need to be addressed related to trust in cloud services. Many research issues have been proposed in QoS approaches in the cloud computing area. Objective: The aim of this study is to survey current research on QoS approaches in cloud computing in order to identify where more emphasis should be placed in both current and future research directions. Method: A systematic mapping study was performed to find the related literature, and 67 articles were selected as primary studies that are classified in relation to the focus, research type and contribution type. Result: The majority of the articles are of the validation research type (64{\%}). Infrastructure as a service (48{\%}) was the largest research focus area, followed by software as a service (36{\%}). The majority of contributions concerned methods (48{\%}), followed by models (32{\%}). Conclusion: The results of this study confirm that QoS approaches in cloud computing have become an important topic in the cloud computing area in recent years and there remain open challenges and gaps which require future research exploration. In particular, tools, metrics and evaluation research are needed in order to provide useful and trustworthy cloud computing services that deliver appropriate QoS.","","Cloud services, Systematic mapping study,Quality of service","","","https://doi.org/10.1016/j.jss.2014.12.015"
"7","","ALABOOL2018161","Alabool, Hamzeh; Kamil, Ahmad; Arshad, Noreen; Alarabiat, Deemah","Cloud service evaluation method-based Multi-Criteria Decision-Making: A systematic literature review","Journal of Systems and Software","139","","","161--188","2018","","","http://www.sciencedirect.com/science/article/pii/S0164121218300244","","","","","","","","","","","","","A substantial effort has been made to solve the cloud-service evaluation problem. Different Cloud Service Evaluation Methods (CSEMs) have been developed to address the problem. Cloud services are evaluated against multiple criteria, which leads to a Multi-Criteria Decision-Making (MCDM) problem. Yet, studies that assess, analyse, and summarize the unresolved problems and shortcomings of current CSEM-based MCDM are limited. In the existing review studies, only individual parts of CSEMs, rarely the full solution, are reviewed and examined. To investigate CSEMs comprehensively, we present a systematic literature review based on Evaluation Theory, a theory that generalizes six evaluation components, target, criteria, yardstick, data gathering techniques, synthesis techniques, and evaluation process. These six evaluation components and the CSEMs validation approach are the seven dimensions used to assess and analyse 77 papers published from 2006 to 2016. Sixteen research deficiencies were identified. The results confirm that the majority of the studies of the proposed CSEMs were either incomplete or lacked sufficient evidence. This research not only provides the relative strengths and weaknesses of the different CSEMs but also offers a basis for researchers and decision makers to develop improved CSEMs.","","Cloud service evaluation method, Evaluation theory, Multi-Criteria Decision-Making (MCDM), Systematic literature review,Cloud computing service","","","https://doi.org/10.1016/j.jss.2018.01.038"
"6","","c","Durelli, R. S.; Santib{\'{a}}{\~{n}}ez, D. S. M.; Marinho, B.; Honda, R.; Delamaro, M. E.; Anquetil, N.; de Camargo, V. V.","A mapping study on architecture-driven modernization","","","","","577--584","2014","","","","Proceedings of the 2014 IEEE 15th International Conference on Information Reuse and Integration (IEEE IRI 2014)","","","","","","","","","","","","","","software maintenance;architecture-driven modernization process;software engineering activities;object management group;OMG;ADM;systematic mapping study;electronic databases;software modernization area;legacy systems;Systematics;Aging;Databases;Software;Data mining;Measurement;Standards;Systematic Mapping;Architecture-Driven Modernization;ADM;Knowledge Discovery Metamodel;KDM","","","10.1109/IRI.2014.7051941"
